Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
ROBO2	-0.688	-1.189	-0.281	-1.644	0.765	-1.148	-3.583	-0.404	-0.305	-0.152	-0.206	0.096	-1.298	-0.985	-0.295	-0.225	-1.025	-0.25	0.38	-0.011
PRSS37	1.6	2.318	2.094	1.31	1.534	0.236	-1.555	-0.631	1.991	0.141	0.057	0.382	-0.047	0.237	0.268	-0.196	-0.604	-0.576	0.648	-0.277
SP1	0.214	0.563	0.318	-0.532	0.814	-0.518	NA	-1.371	-0.179	0.06	0.772	0.476	-0.882	0.573	-0.014	-0.242	0.751	0.352	-1.036	0.169
DPY19L2	-0.839	-1.128	-0.973	-0.823	-0.605	-0.967	-0.424	-1.209	-1.197	-0.98	-1.213	-0.965	-1.839	-1.615	-1.319	-0.907	-1.661	-1.971	-1.577	-1.754
LDLR	-1.336	-2.229	1.132	-0.12	-0.035	-0.376	6.442	0.598	-2.142	-0.513	0.288	0.185	-0.137	-0.418	-0.381	0.303	-1.821	-0.691	-0.827	-0.455
PTGER2	-0.17	-0.577	-0.121	0.258	0.409	-0.967	-2.367	0.201	-0.792	0.094	-0.382	0.588	-1.18	-0.491	0.078	-0.243	-0.976	-1.487	-0.389	-0.417
ITGBL1	-0.756	-0.691	-1.067	-1.01	-1.303	-0.42	-1.214	-0.219	-1.47	-1.238	0.04	-1.438	0.548	0.059	-0.817	-0.653	0.116	-0.112	0.076	-0.709
EPHX1	0.576	-0.223	0.012	-0.669	0.355	-1.042	-0.553	-0.764	-0.221	0.494	0.279	0.442	-0.29	-0.234	-0.228	-0.189	-0.205	-0.028	0.055	0.12
FZD9	0.194	-0.337	0.168	0.123	0.839	1.404	0.497	2.3	0.463	1.418	1.487	1.01	2.338	2.743	2.23	1.59	2.367	1.917	1.057	1.026
DISC1	1.386	1.415	1.586	1.008	1.108	1.274	-0.15	0.35	0.941	1.459	2.317	1.075	1.732	0.062	1.265	1.104	1.278	1.364	1.685	1.175
CLCN6	-0.5	-0.04	0.177	0.432	0.311	0.384	0.244	0.418	0.276	0.008	-0.049	0.478	-0.476	-0.068	-0.579	0.514	-0.932	-0.497	-0.543	-0.506
MYOF	-1.6	-1.352	-1.386	-1.278	-0.88	-1.627	-0.545	-2.063	-1.261	-1.164	-0.088	-1.006	-1.632	-1.509	-0.883	-1.394	-1.865	-1.383	-0.726	NA
HAL	2.672	2.291	3.101	2.183	2.567	1.055	-0.339	0.849	2.189	2.412	2.168	1.692	2.241	1.519	0.977	1.131	1.477	2.637	3.876	2.843
COG5	0.186	0.928	-0.492	0.059	0.368	-0.309	-0.636	0.719	0.177	0.317	0.058	0.987	0.912	-0.084	0.597	0.357	0.478	0.399	0.501	0.854
PPEF1	-0.219	-1.057	-0.977	-1.363	-2.953	0.159	1.109	0.406	-0.501	-0.083	-0.729	1.696	0.019	0.395	0.23	-0.27	1.254	0.014	-0.063	-0.61
PHF8	-1.504	-0.968	-1.203	-0.813	-0.952	-0.919	-1.477	0.542	-1.304	-1.018	-0.634	-0.861	-1.602	-0.811	-1.078	-1.167	-1.448	-1.239	-0.304	-0.414
PLG	-0.933	-0.989	-0.122	-0.773	-1.527	0.263	-0.065	-0.512	-1.44	-0.642	0.252	-1.179	0.318	-0.409	-0.716	-1.204	-0.042	0.131	-0.218	0.204
KLB	-2.707	-3.947	-2.641	-2.585	-2.987	-3.51	-2.375	-1.683	-4.247	-3.43	-3.653	-3.774	-4.559	-2.671	-4.305	-3.614	-4.707	-4.308	-3.51	-2.927
ACVR2A	-1.312	-1.331	-1.249	-1.731	-0.69	-0.968	-5.001	-0.353	-0.818	-0.574	-0.849	-1.22	-0.911	-0.542	-0.78	-0.629	-0.807	-0.091	-0.713	-0.855
TOR1A	0.304	-0.915	0.616	-1.114	0.312	-0.622	-3.115	0.508	0.004	0.478	1.311	-0.545	0.328	0.749	0.597	-0.064	-0.553	0.621	0.349	0.455
VEZF1	-0.795	-0.609	-0.495	-1.533	-0.71	-0.913	-1.004	0.057	-0.712	-0.874	-0.782	-0.702	-0.606	-0.482	-0.456	-1.468	-0.282	0.443	-0.742	-0.243
YBEY	0.184	0.307	0.118	-0.159	1.339	-0.13	-2.795	0.469	0.824	0.696	0.064	-0.239	0.225	0.3	0.628	0.806	2.305	1.917	-1.072	0.156
LEAP2	-0.456	-0.62	-0.975	0.258	0.516	-0.578	-0.687	-1.959	-0.33	-0.081	-0.385	-1.304	-1.5	-0.511	-0.542	-0.097	-1.164	-0.939	-1.656	-0.714
ZC3H13	-1.115	-1.425	-0.139	-1.164	0.095	-0.141	-0.234	-0.13	-0.062	0.056	0.169	0.906	-1.653	-1.321	0.65	-1.905	-0.51	-0.7	0.151	0.02
TNFRSF14	1.25	0.794	1.19	1.494	4.346	1.508	-0.083	1.6	1.89	2.168	2.705	0.919	0.997	2.209	1.521	4.783	0.854	3.069	1.273	1.309
SLC26A3	0.439	-0.443	-2.954	1.687	1.818	-0.09	3.707	0.001	-1.09	-0.596	-0.525	0.205	-0.514	-1.338	-0.042	1.061	-1.425	0.726	1.23	-0.851
PLCL1	-1.178	0.782	-0.095	-1.981	1.59	-0.505	-2.96	0.61	0.388	0.56	0.681	-0.861	0.141	0.852	0.084	2.144	1.767	0.673	0.434	0.125
SDHD	1.796	1.648	3.956	1.544	1.486	2.118	0.192	2.35	1.397	1.327	2.117	1.191	2.862	2.388	2.246	1.725	3.229	2.723	2.171	2.241
MRAS	1.041	2.941	0.136	2.032	0.5	1.659	3.578	-0.769	1.808	0.5	1.262	0.485	0.785	1.134	0.419	1.136	0.022	1.274	1.342	0.316
C1QTNF5	-0.04	0.288	0.332	-0.276	0.006	0.586	0.116	0.295	-0.29	0.431	0.63	-0.019	0.1	-1.52	0.525	0.386	-0.224	0.378	-0.001	-0.167
NTNG1	-2.11	-0.202	-1.083	0.163	-2.789	-1.395	1.55	0.157	-2.848	-1.051	-3.233	-1.787	-1.789	-0.706	-1.276	-0.902	-4.173	-1.466	-3.443	-0.938
CD48	5.876	6.394	6.39	6.188	6.702	6.051	4.069	7.05	6.475	5.66	6.389	6.254	6.237	5.695	5.972	5.439	7.631	6.677	7.126	6.049
PTEN	1.441	1.93	2.415	2.097	1.393	1.804	-0.675	1.44	1.631	1.276	2.469	1.384	2.627	2.005	1.323	1.777	1.788	2.596	2.718	2.312
CSK	0.704	0.132	0.441	-0.616	0.059	-0.77	0.891	0.254	-0.392	0.414	0.55	0.7	-0.613	0.273	0.519	-0.614	-0.641	-0.766	-0.735	0.162
IFI16	2.971	1.816	1.563	2.31	3.092	2.974	1.076	2.815	2.9	3.17	4.6	2.602	3.184	2.922	3.087	2.186	2.696	3.577	4.459	3.765
MIS18BP1	-0.317	1.569	0.575	0.307	-0.429	2.514	3.307	0.841	-0.696	0.796	1.206	3.214	2.928	1.483	1.152	0.814	2.494	3.921	1.42	2.166
C14orf132	-3.027	-2.602	-3.719	4.638	-2.07	-1.109	NA	-0.699	-1.61	-2.61	-2.005	-4.313	-1.844	-2.126	-2.452	-3.101	-2.381	-3.015	-3.163	-2.241
TBC1D25	-0.273	-0.871	-0.8	-1.891	-0.78	-1.025	0.202	-0.434	0.225	-0.113	-0.514	0.999	-0.587	0.131	-0.198	-0.67	-1.133	-1.509	-0.46	-0.424
PTGS2	3.752	2.404	2.001	1.039	-1.342	1.139	-3.147	-0.856	0.584	-0.01	0.851	-1.821	1.217	0.469	-0.519	0.744	-0.437	2.462	2.196	1.873
TYW5	-0.866	-0.912	-1.46	-2.312	-2.496	-2.62	-2.622	-1.403	-1.287	-2.75	-3.711	-3.115	-4.032	-2.999	-3.686	-2.763	-2.918	-2.676	-3.254	-1.989
PDK4	-3.451	-3.345	-2.055	-2.826	-3.695	-2.855	-5.424	-1.643	-3.879	-3.305	-1.569	-2.179	-1.465	-2.278	-2.642	-3.273	-1.33	-0.198	-1.167	-1.572
SLC25A12	-0.856	-0.999	-1.388	-1.485	-0.759	0.139	-0.407	1.292	-1.477	-0.075	0.035	-1.01	1.537	0.653	0.783	-0.014	0.13	0.87	0.231	0.599
COL4A4	-2.189	-1.175	0.871	-0.807	1.281	-0.309	2.395	0.555	-0.782	-0.477	-0.49	0.381	0.457	-0.692	-0.244	0.781	-1.695	-0.691	0.436	-1.178
PI4KB	-2.687	-3.486	-2.878	-3.463	-2.659	-3.943	-1.464	-2.071	-3.627	-2.457	-2.896	-3.002	-3.583	-3.627	-2.706	-3.726	-3.443	-3.831	-2.698	-2.62
ZNHIT1	1.183	0.436	1.058	0.348	1.905	1.127	0.601	3.303	0.515	2.109	1.838	1.203	2.546	2.545	2.838	2.204	1.475	2.011	1.169	2.167
CYB5R3	-3.04	-2.361	-2.403	-2.794	-3.418	-2.913	NA	-1.291	-2.661	-1.578	-2.222	-2.215	-2.279	-2.157	-2.162	-2.411	-2.469	-2.165	-2.404	-2.204
NME1	-2.771	-3.826	-3.612	-3.146	-2.37	-1.545	-0.881	-0.355	-2.784	-1.331	-1.788	-1.94	-0.331	0.044	-0.09	-0.934	-1.121	-1.276	-1.468	-1.851
FRAT1	-1.379	-0.88	-0.644	-1.504	-0.209	1.132	-0.3	0.127	-1.897	0.541	0.464	-0.531	0.922	0.891	0.76	-0.464	1.643	1.206	0.03	-0.575
CHAC2	0.432	1.141	0.599	0.668	0.902	2.102	1.355	2.108	0.19	0.562	0.345	-0.068	1.902	2.08	1.816	1.681	2.013	2.75	1.439	0.06
LBH	0.834	1.151	1.496	NA	0.535	1.416	2.529	1.735	-0.125	0.843	0.437	0.527	1.516	1.232	0.898	2.453	1.325	1.588	1.531	1.271
NFATC2	3.294	3.301	3.989	3.8	2.457	2.973	0.711	3.183	2.921	3.051	1.854	3.373	2.925	2.121	2.929	3.21	2.642	1.81	1.565	3.697
RHBDD1	0.585	2.292	1.464	-0.742	-5.868	1.447	-1.098	1.251	-1.518	1.146	-0.771	-2.098	2.286	1.663	1.253	1.606	1.612	1.42	0.461	0.832
SERP2	1.383	-2.295	0.451	0.252	-0.692	1.683	0.485	-0.87	-1.201	0.411	-0.601	0.421	-1.249	-0.449	0.196	0.006	-1.05	0.82	-0.08	0.156
CCDC88A	-0.174	-1.122	-0.546	-0.084	-4.847	1.097	2.074	0.078	-1.134	-0.08	-0.149	-1.754	0.787	0.183	0.847	0.785	1.885	2.281	-0.767	0.32
CXCR2	8.927	8.264	9.477	5.452	8.163	3.13	1.234	3.748	6.256	5.986	6.925	5.806	4.644	3.518	3.42	3.95	3.432	5.426	7.115	5.523
CEBPD	2.282	1.586	1.06	-0.556	2.242	-1.622	-0.232	0.521	0.573	0.986	0.268	0.913	0.415	1.158	0.663	0.067	0.242	0.913	1.692	0.644
CXCR2	9.161	8.547	9.585	5.467	8.237	3.502	0.862	3.652	6.482	6.212	7.184	6.348	4.425	3.991	3.609	3.918	3.123	5.26	7.309	5.587
CEBPD	0.56	1.661	5.344	0.305	1.416	0.037	-1.843	0.622	0.447	0.857	-0.194	-2.148	0.298	0.939	0.907	-0.686	1.901	1.009	1.248	0.898
AP4S1	-0.201	-2.707	-0.319	-1.893	-1.003	-0.243	0.106	0.359	-0.42	-0.316	-0.122	-0.651	2.274	0.768	0.405	-0.164	0.922	1.628	1.245	-0.921
NUDT14	-0.276	1.494	1.83	0.127	0.329	0.339	-3.533	-0.16	0.915	0.533	0.035	0.112	-1.003	-0.528	-0.405	0.179	-0.512	-0.092	-0.601	-0.584
SURF2	-0.148	-0.552	0.111	-0.631	-0.309	0.108	-2.359	-0.244	-0.38	0.199	-0.137	-0.86	-0.233	0.106	0.374	-0.167	-0.563	-0.086	-0.73	-0.349
DNM1L	-1.575	-1.768	-0.672	-2.054	-1.716	-0.074	-3.259	0.251	-1.999	-1.162	-0.211	-1.701	0.132	-0.381	-0.283	-0.828	-0.272	0.088	-0.84	-0.353
SRSF10	-1.163	-0.135	3.66	-1.721	NA	0.198	3.391	3.042	-2.879	-2.123	0.079	-1.183	0.326	-0.216	0.137	0.225	0.793	0.231	-4.086	-0.33
SPRED2	-1.065	-1.641	NA	0.223	-2.637	-0.842	-1.099	-1.424	-2.916	-1.645	NA	-2.374	-4.068	-1.799	-0.938	-1.256	-5.239	-2.733	-3.355	-2.068
ACO2	-2.598	-1.959	-1.632	-1.41	NA	-1.079	-1.262	-0.068	-1.116	-0.077	-1.367	-1.104	-1.102	-0.407	0.056	-1.096	-1.787	-2.26	-1.435	-1.445
USPL1	0.198	-1.098	2.807	-0.241	-0.089	0.578	-0.3	NA	-1.002	-0.311	-0.608	-0.365	0.588	0.352	-1.207	-0.312	0.098	0.552	-0.106	0.188
GAP43	-1.765	-5.536	-2.232	-1.946	-1.699	NA	-1.747	-1.499	-4.239	-3.339	-3.702	-4.491	-4.147	-2.855	-2.877	-2.741	-4.387	-3.043	-4.888	-2.91
GMPR	4.117	4.151	3.598	4.668	2.012	-0.322	-0.423	-0.823	4.135	1.172	0.083	2.683	-1.497	-0.489	0.331	0.013	-2.481	-0.418	0.342	0.387
GTF2B	1.353	-0.156	1.451	1.048	1.227	2.837	1.623	1.957	0.857	1.98	2.837	0.548	4.032	3.01	2.483	1.583	2.444	4.239	3.586	1.36
GATA1	1.233	0.557	-0.156	-0.536	-0.606	-3.086	0.738	-1.681	-0.652	-1.576	-4.363	-1.542	-4.106	-3.169	-2.931	-2.696	-7.001	-3.515	-2.954	-2.057
FUCA1	0.021	-0.84	-1.059	-0.825	-1.202	-1.297	1.06	0.314	-0.911	0.151	-0.029	-0.786	0.255	-0.552	0.862	-0.873	-1.708	-0.414	-0.706	0.72
FKBP2	2.505	-0.399	3.451	0.209	-0.167	6.99	3.919	-0.864	3.361	1.697	2.66	1.177	4.396	2.433	2.696	3.983	2.128	2.958	0.741	1.278
EEF2	-1.43	-1.07	-0.457	-1.841	-2.965	-0.628	-1.935	-0.908	-1.19	-0.742	-2.306	-0.841	-0.42	-0.972	-0.377	-0.772	-1.245	-2.672	-2.86	-0.39
WDR5	-3.721	-3.86	-3.465	-4.559	-4.198	-3.123	-2.39	-3.582	-3.514	-2.83	-2.705	-3.142	-3.623	-2.425	-2.381	-3.427	-3.063	-3.206	-3.692	-2.617
VRK2	-0.777	-1.446	-1.921	-1.009	-0.516	0.873	-5.126	0.639	-1.652	0.235	0.535	-0.403	2.037	1.023	0.929	0.402	1.075	1.638	-0.37	0.559
LARP4B	1.65	1.577	1.712	1.519	1.981	2.159	-2.24	1.203	1.888	2.544	1.345	1.885	1.336	1.398	1.638	0.548	1.668	1.421	1.308	1.687
HINT3	-2.747	-2.038	-0.758	1.143	-1.757	-1.699	1.994	-1.451	-3.24	-1.643	-0.773	-3.508	-0.599	-1.154	-1.17	-1.333	-0.569	0.123	-0.645	-1.143
NUP153	-3.548	-1.272	-0.616	-0.963	-1.098	-1.345	0.018	-1.889	-2.258	-0.221	-0.348	-0.45	-0.186	0.304	0.214	-0.421	-0.092	-0.308	-1.782	-0.31
TTLL3	0.785	1.057	0.644	1.334	0.271	0.757	-0.335	-0.768	0.888	0.301	0.379	0.298	-0.624	-0.083	-0.225	0.239	-0.101	-0.656	-0.577	-0.004
EXOSC5	-0.504	-0.001	0.504	-0.71	1.205	0.97	-0.693	0.294	-0.171	1.891	1.37	0.924	1.597	1.422	1.952	0.41	0.378	1.623	1.27	1.347
RAP1GAP2	1.018	1.049	0.867	1.382	0.523	1.126	-4.211	-0.097	0.786	0.218	0.345	0.229	-0.049	0.854	0.155	0.818	-0.875	0.323	0.241	0.607
IYD	-0.978	-1.195	0.985	-1.847	3.885	0.361	5.107	0.062	-1.13	0.173	0.715	-1.205	-0.251	-1.318	-0.581	-0.784	-1.026	-0.681	0.77	0.223
SRSF11	NA	-4.484	2.256	-0.731	-1.055	0.502	2.523	3.197	-0.978	-1.194	-1.642	2.263	-0.035	-0.177	0.19	2.016	1.381	1.035	0.236	0.417
NAV2	-1.618	-3.203	NA	-4.686	-2.288	-1.645	NA	-0.816	-4.66	-3.049	-2.964	-4.907	-4.328	-2.519	-2.614	-2.365	-3.913	-3.048	-3.171	-2.802
PORCN	-1.275	-2.479	-2.207	-1.254	-0.518	-2.233	-3.726	-0.404	-2.199	-0.586	-1.421	-0.79	-0.936	-0.856	-0.119	-1.233	-1.519	-1.501	-1.675	-1.17
JAM3	-0.382	-3.236	-1.386	-4.299	-4.188	-3.167	0.685	-2.651	-2.385	-3.515	-2.352	-1.948	-4.853	-3.077	-3.504	-3.706	-4.441	-3.869	-3.492	-1.9
COA5	-1.279	-1.325	-1.668	-2.393	-2.13	-0.523	NA	-1.06	-1.536	-1.692	-1.922	-2.428	-0.331	-0.885	-1.513	-1.697	2.892	-0.377	-1.233	-0.393
PPA1	-1.193	-1.806	-1.177	-1.906	-0.312	0.53	-0.858	0.975	-0.811	0.147	0.13	-0.809	0.646	0.786	0.309	0.05	0.372	0.722	-0.118	0.008
PIGT	-2.371	-1.811	-2.238	-3.142	-1.779	-1.759	-0.05	-0.654	-2.137	-1.101	-2.258	-1.537	-1.832	-1.407	-0.565	-1.41	-2.054	-3.298	-1.974	-1.595
FOXA3	-3.2	-1.021	-2.87	-1.364	-3.288	-1.826	-1.496	-1.592	-2.752	-1.979	-3.248	-1.903	-2.867	-1.786	-1.739	-1.491	-2.316	-2.613	-2.554	-2.074
GAS2	-0.805	-1.118	-0.369	-0.392	-1.474	-2.022	2.041	-0.699	-1.135	0.379	-0.016	-1.887	0.316	1.175	0.668	0.585	0.171	0.397	-1.208	-0.029
DERA	-1.49	-1.524	-0.953	-1.937	-1.178	-1.587	-1.581	0.333	-1.985	-1.128	-0.824	-1.447	-0.038	0.196	-0.029	-0.427	-0.172	-0.385	-0.862	-0.241
EDIL3	-0.524	0.222	-0.101	0.178	-2.115	-0.065	-1.196	-1.139	-0.252	0.568	0.182	0.555	0.136	0.775	0.425	0.466	0.358	0.03	-0.139	0.539
HAO1	-0.7	-0.987	-1.017	-1.384	-0.744	-0.526	-1.452	-0.33	-0.79	-0.1	-0.655	-0.9	-0.438	-0.125	-0.087	-0.446	-0.111	-0.614	-0.818	-0.245
HLA-F	-1.475	1.232	0.853	1.747	0.73	2.664	2.869	1.298	0.894	1.643	2.313	1.686	2.408	2.424	2.651	2.524	1.548	2.411	1.544	1.876
FCRL5	1.262	1.628	1.008	2.174	1.314	2.029	-0.159	1.466	1.869	1.009	0.564	1.301	1.636	1.818	1.292	1.947	1.548	1.915	1.203	0.856
NOL9	-3.227	-2.062	-4.366	-1.865	-1.739	-1.683	0.331	-0.823	-1.947	-1.105	-1.942	-0.649	-1.631	-0.437	-0.843	-0.955	-1.439	-1.143	-2.003	-0.769
STK17B	0.593	-2.207	0.788	0.641	-0.025	-0.384	2.891	-0.807	0.59	0.251	-1.015	3.291	0.797	0.688	0.731	0.109	0.157	0.012	-1.744	-0.336
CAMK1	1.17	1.453	1.665	1.73	0.778	1.091	-2.471	1.173	1.912	1.007	0.639	1.233	0.71	1.434	1.455	1.243	1.182	1.422	0.443	1.676
SLC7A2	NA	-5.589	1.779	0.742	1.041	1.265	5.638	-0.487	-0.113	-0.066	1.245	-2.106	0.198	1.641	1.352	3.467	NA	-0.617	2.39	-0.176
SLC25A6	-2.296	-1.473	-2.525	-1.64	-1.73	-2.018	-1.446	-1.177	-2.541	-1.8	-2.409	-1.744	-1.003	-0.436	-0.359	-1.034	-2.43	-1.695	-2.233	-0.982
FCGR2B	2.669	1.361	3.933	1.639	3.211	1.366	NA	0.281	1.679	1.787	2.123	-1.461	0.996	2.226	2.052	1.821	2.96	1.946	2.464	0.816
CTSS	7.66	8.29	8.412	7.355	6.665	6.416	2.498	6.553	6.66	6.662	5.568	6.86	5.886	6.018	6.799	6.356	7.037	5.865	6.062	6.808
CBX6	-3.054	-0.455	0.195	1.924	-1.606	-1.529	2.963	-2.188	-1.693	-0.482	-0.691	-1.18	-0.957	0.356	-0.312	-0.832	0.684	-0.867	-1.027	-0.649
YWHAB	-2.694	0.054	1.091	1.437	1.541	4.578	NA	1.491	0.267	-1.049	-0.741	2.021	1.361	1.001	-0.266	2.084	2.26	1.025	-0.765	0.726
PIAS2	-1.34	1.165	1.344	0.089	0.316	NA	NA	-1.339	-0.505	-0.891	-0.427	NA	-0.461	0.099	0.369	2.384	-2.744	NA	2.133	-1.665
IL12RB2	-2.563	1.472	1.878	1.131	-0.671	4.34	5.36	-0.871	-0.524	-1.449	NA	-0.324	-0.907	0.39	-0.641	4.017	NA	-0.041	1.023	-0.803
DHX34	-0.34	-1.074	-0.181	-0.355	1.132	1	7.931	-0.31	-3.51	-2.716	0.6	-1.412	-2.021	-0.707	-0.3	1.141	-0.545	0.035	-0.641	-0.678
TNIP1	0.324	-0.096	0.775	-0.675	-0.471	-1.417	0.052	-0.502	-0.381	-0.196	0.159	-0.167	-1.517	-0.42	-0.126	-1.099	-2.146	-0.891	-0.681	-0.343
RCOR1	0.697	1.765	1.984	-0.142	1.143	0.612	-2.102	1.272	-0.073	0.164	0.966	0.431	0.88	0.246	0.387	1.889	-0.236	1.552	0.829	1.83
KIAA0040	3.684	3.828	4.592	1.855	5.119	4.315	1.632	4.041	3.456	4.686	4.85	4.13	4.891	4.879	4.817	4.202	4.483	4.066	5.027	3.86
RAE1	-3.278	-2.508	-2.791	-2.94	-2.59	-2.62	-1.165	-1.503	-3.031	-2.702	-1.985	-2.01	-2.096	-1.227	-1.251	-1.996	-3.063	-2.731	-2.346	-1.486
ZNF184	-2.189	-0.771	-0.47	-0.388	-0.806	1.34	-1.105	1.967	-0.723	-0.292	-0.241	-1.283	1.937	1.503	-0.023	0.86	0.511	1.354	0.216	0.284
GUK1	-0.205	-0.109	0.043	0.083	-0.665	-2.202	-1.993	-1.099	-1.088	-0.507	-1.905	-1.263	-1.629	-1.106	-0.965	-1.669	-2.229	-1.491	-1.981	-1.3
TSPAN3	-2.591	-1.787	-2.356	-1.739	-3.147	-1.85	-1.434	-2.237	-2.347	-2.446	-1.565	-2.315	-1.254	-1.242	-2.188	-2.028	-1.898	-3.712	-2.418	-1.766
ECHDC2	-1.236	-0.109	1.152	1.543	-0.825	0.528	1.539	-0.226	-1.8	-2.24	-0.728	-2.228	-0.379	-0.868	-0.299	-0.922	-0.971	-0.37	-1.92	-0.736
NCOA1	1.154	1.392	2.232	-1.729	-0.823	-1.798	0.592	-1.069	-0.51	-0.022	-0.244	0.311	-1.445	0.304	-0.407	-0.368	-0.79	-1.191	-0.241	0.747
USP33	-1.113	-0.438	-1.439	0.131	0.11	-0.765	-4.983	-0.33	0.092	0.257	0.025	1.449	-0.59	0.508	0.625	0.286	-0.031	-0.085	-0.331	0.475
DAPK3	NA	-0.809	-1.739	-2.212	-0.678	-1.082	NA	0.44	-0.519	-0.27	-0.513	0.218	-0.185	0.379	0.225	-0.535	-0.995	-0.292	-2.204	-0.167
SPEN	-0.559	0.076	0.989	-1.264	1.458	0.072	NA	-0.143	0.064	0.608	1.551	0.348	-0.432	-0.896	1.688	0.018	0.268	0.681	1.686	1.477
HNRNPH1	NA	-0.188	0.352	-1.094	-0.732	-0.37	NA	-0.284	-2.409	-0.911	-0.682	-0.297	-2.037	-0.442	-1.312	0.708	-1.252	-1.469	-0.858	-0.377
TRAF5	0.493	0.453	0.522	1.386	-0.985	0.677	NA	-0.495	0.086	0.378	-0.461	0.32	0.554	0.579	-0.09	0.272	0.911	0.42	-0.29	0.311
ARHGAP19	-0.448	-0.893	0.004	-0.993	0.458	0.119	1.117	-0.707	-0.781	0.759	-0.257	0.121	0.473	0.921	0.894	0.282	0.285	1.261	-0.595	0.874
SMAD2	-0.886	-0.535	-0.654	-0.968	-1.507	-0.688	-2.535	-0.82	-1.014	-1.332	-0.541	-0.837	-0.298	-0.113	-0.634	-1.154	-0.57	-0.911	-0.619	0.189
AQP5	-0.183	0.137	0.135	0.123	0.319	0.732	-2.967	0.985	-0.353	0.599	0.886	-0.082	0.806	0.811	0.701	0.358	0.936	1.36	0.644	0.918
NR5A2	NA	-0.288	-1.436	0.117	-2.041	0.478	NA	0.268	-0.367	-0.842	-0.847	1.637	-1.222	-0.512	-0.777	2.455	NA	-4.37	0.172	-1.024
SREBF1	-0.181	0.332	-0.258	-0.373	0.546	0.544	-1.869	0.598	-0.332	0.571	0.239	0.166	0.279	0.454	0.367	0.439	-0.04	1.164	-0.046	0.48
RGL2	0.695	0.808	0.972	0.276	0.667	0.087	-1.396	-0.299	0.016	0.13	0.791	0.222	-0.478	-0.679	-0.348	0.023	-0.817	-0.143	-0.223	0.43
MAPKAPK3	0.239	0.26	0.471	-0.107	1.038	-1.041	0.698	-0.862	-0.122	0.511	0.293	0.564	-1.199	-0.842	0.334	-0.327	-1.355	-0.642	-0.665	0.609
FYTTD1	2.163	0.092	NA	1.444	-0.779	NA	7.326	-1.664	4.73	3.817	NA	4.19	2.278	1.838	4.332	NA	NA	NA	2.644	2.656
RGS1	1.331	-0.795	NA	NA	NA	NA	3.979	6.917	3.128	6.388	NA	NA	3.417	5.191	4.423	NA	-1.56	1.042	0.895	0.964
ID2	2.617	NA	3.008	-0.401	3.265	NA	9.198	NA	3.688	NA	NA	NA	1.16	3.726	2.965	NA	NA	1.49	2.581	3.727
TNFAIP3	3.061	NA	5.54	NA	1.313	NA	7.059	0.964	1.822	3.429	5.533	NA	2.124	2.216	3.82	NA	-2.961	3.623	3.61	2.486
MYBL1	NA	NA	NA	1.766	NA	5.276	7.814	-0.567	0.902	1.989	7.829	NA	NA	NA	2.837	NA	0.294	NA	2.88	NA
GABRE	-2.309	-1.204	-1.536	0.203	-1.934	-1.969	-0.55	-1.982	-1.332	-3.188	-3.993	-2.795	-4.821	-2.963	-4.078	-2.246	-4.192	-4.293	-2.412	-2.952
WIPF2	-1.199	-1.21	-0.286	-1.975	-0.736	-2.478	-1.125	-0.634	-0.675	-0.944	-0.461	-0.46	-2.497	-2.085	-1.629	-1.905	-2.301	-3.23	-0.787	-0.945
SUGP2	-2.667	-2.937	-3.354	-2.651	-3.274	-2.196	-0.429	-2.178	-1.443	-2.3	-3.331	-3.073	-2.04	-2.384	-2.322	-2.18	-2.622	-2.497	-2.7	-1.87
SNAPC3	1.978	1.542	1.245	2.419	1.371	0.071	-2.678	0.424	0.62	0.676	-0.228	1.479	0.716	0.556	-0.307	-0.214	0.394	0.884	0.365	0.623
MEIS1	-2.309	-2.146	-2.715	-2.811	-3.41	-0.817	NA	-1.395	-2.315	-1.317	-1.514	-1.808	-2.061	-0.991	-0.902	-1.705	-2.21	-1.172	-2.228	0.024
SLC6A8	-1.624	-1.347	-2.425	-1.292	-3.041	-5.938	-3.523	-3.659	-1.932	-4.07	-5.443	-2.521	-6.411	-4.703	-5.878	-5.035	-4.204	-5.622	-6.097	-4.598
CHN1	-2.272	-0.768	-2.375	NA	-5.472	NA	NA	-4.489	-3.032	-1.654	-2.024	-3.471	-1.91	-1.604	-1.768	-3.286	-5.993	-1.794	-4.242	-2.03
SCAF11	0.386	0.45	-0.218	-0.977	-1.019	-1.363	-1.971	-0.86	-1.363	-1.085	-0.136	-1.437	-0.014	-1.288	-1.259	-0.851	0.564	1.023	-0.451	1.085
CENPL	-1.123	-1.33	-1.68	-1.313	-0.987	-0.848	NA	-0.203	-1.191	-0.361	-0.243	0.516	0.482	0.319	0.669	-0.146	0.302	0.876	0.225	0.448
HMGN1	-2.1	-1.264	-4.506	-2.176	-2.325	-1.148	NA	-2.819	-3.619	-1.865	-1.868	-2.565	-1.91	-1.481	-1.899	-2.258	-2.292	-1.652	-2.383	-1.617
