Symbol	GSM998317	GSM998318	GSM998319	GSM998320	GSM998321	GSM998322	GSM998323	GSM998324	GSM998325	GSM998326	GSM998327	GSM998328	GSM998329	GSM998330	GSM998331	GSM998332	GSM998333	GSM998334	GSM998335	GSM998336	GSM998337	GSM998338	GSM998339	GSM998340	GSM998341	GSM998342	GSM998343	GSM998344	GSM998345	GSM998346	GSM998348	GSM998349	GSM998350
ACADL	NA	-0.027	1.453	1.6955	-0.2215	4.65	-1.873	0.1265	-0.5975	0.9835	0.351	2.3285	0.0750000000000001	-1.676	1.8355	1.585	0.602	0.817	0.5925	0.645	2.53	1.023	-0.0945	0.797	1.503	0.138	0.5325	-0.055	0.105	1.0235	0.156	1.502	-0.065
ACADM	-0.558	0.15	-0.228	2.888	0.252	-0.657	-1.006	2.197	0.118	1.236	-0.899	1.419	-0.031	1.258	0.083	3.424	2.706	0.733	-0.176	2.065	1.255	-0.182	-1.364	2.602	0.863	2.622	0.584	-0.672	2.381	-0.437	0.177	1.072	0.06
ACADS	-0.6545	0.6295	-0.6935	-1.413	-0.625	-1.553	0.583	-0.252	-0.1185	0.3175	-0.4805	-0.027	-0.123	-0.876	0.177	-0.2175	-0.4315	-0.372	-0.359	0.3535	-0.612	0.4195	0.8265	-0.7485	-0.662	-0.663	0.1115	0.4135	-0.699	-0.023	0.632	-1.3785	-0.048
ACADSB	0.430333333333333	-1.0685	-0.525666666666667	0.291333333333333	-0.039	-0.215	-0.358	0.551666666666667	-0.765333333333333	0.265333333333333	-1.28	0.777666666666667	-0.284333333333333	-0.584333333333333	0.276	-0.0406666666666667	0.182666666666667	-0.870666666666667	-1.14833333333333	0.00833333333333332	0.838666666666667	-0.192333333333333	0.096	-0.0976666666666666	0.358333333333333	0.428666666666667	0.214333333333333	0.328666666666667	-0.0466666666666667	-1.42	0.264666666666667	-0.0466666666666667	-0.115666666666667
ACADVL	-2.223	-2.299	-1.114	-1.532	-1.624	-0.454	-1.026	-1.036	-0.814	-0.065	-2.548	-1.263	-1.308	-1.616	-0.362	-0.571	-1.025	-1.633	-2.067	0.034	-1.02	-0.253	-1.595	-0.785	-2.222	-2.014	-1.662	-1.51	-0.913	-1.692	-1.326	-1.694	-1.586
ACAN	0.469	1.025	0.739	-1.26	1.484	NA	-0.615	0.472	0.118	-0.486	0.606	-1.418	2.245	3.037	0.141	-1.08	-0.806	0.335	0.597	-1.577	1.859	0.43	0.008	NA	-4.459	-0.784	1.102	0.574	0.041	-0.508	0.035	-2.983	-3.016
ACAP1	1.374	0.6905	1.663	0.4245	0.334	-1.139	-0.141	1.3915	0.3445	0.104	0.9945	1.226	3.1175	3.331	0.5035	0.4595	0.471	-0.2905	1.0205	-0.5715	0.851	0.836	0.5245	1.863	3.391	-0.987	1.4865	1.3575	0.873	1.602	1.09	0.594	0.373
ACAP2	2.42	1.31033333333333	1.432	1.42033333333333	2.20116666666667	-0.201666666666667	-0.13	0.864333333333333	0.936166666666667	1.499	1.522	1.7742	1.89283333333333	1.41633333333333	2.08633333333333	1.87766666666667	1.39583333333333	1.0815	2.20666666666667	1.58233333333333	2.10683333333333	1.5845	2.35033333333333	2.2812	1.63533333333333	2.40466666666667	1.95783333333333	2.191	1.7556	2.51016666666667	2.12183333333333	1.75816666666667	1.73583333333333
ACAP3	1.044	0.717	0.242	0.304	-1.786	-1.768	1.746	0.634	0.11	1.039	0.725	0.704	0.652	0.159	0.956	0.588	1.013	0.634	0.324	0.695	0.373	0.925	1.351	0.441	0.354	0.249	0.475	1.323	0.588	0.07	0.655	-0.001	0.549
ACAT1	-2.937	-2.079	-1.678	0.16	-2.586	-2.656	-2.5	-0.541	-3.062	-1.815	-2.838	-1.785	-3.627	-2.038	-3.132	-0.311	-0.309	-3.932	-4.191	-0.375	-1.454	-2.711	-4.259	-0.461	-1.92	0.331	-2.291	-2.72	-1.112	-3.446	-2.152	-1.815	-1.702
ACAT2	-2.635	-2.943	-2.457	-2.184	-3.082	-1.213	-1.921	-1.587	-1.68	-1.751	-2.832	-2.15	-3.229	-2.16	-2.636	-1.23	-0.576	-2.749	-2.404	-1.382	-2.305	-2.698	-2.944	-1.505	-2.506	-1.547	-3.043	-2.756	-2.122	-2.869	-1.594	-1.885	-2.218
ACBD3	1.28	2.387	1.143	1.578	0.296	NA	1.278	0.638	1.175	0.285	1.132	0.39	1.739	0.621	1.337	0.837	-0.019	2.241	0.495	-0.155	1.222	0.98	0.228	0.86	0.742	0.611	0.996	-0.305	0.331	0.902	-0.488	1.353	-0.31
ACCS	-0.104	0.3475	0.4905	1.7035	-2.224	2.3995	0.365	0.436	0.8075	0.221	2.538	0.515	0.851	1.7755	0.1705	-0.139	-0.2785	-1.4585	0.564	-0.1985	0.635	1.116	0.724	-0.48	0.1965	-1.4385	0.235	-0.331	0.093	1.564	-0.1795	0.971	1.289
ACD	-0.555	-0.161	-1.107	-0.509	-1.801	0.355	-0.825	-1.642	-0.698	-1.156	-1.464	-1.913	-1.695	-1.43	-0.726	-1.756	-1.65	-0.917	-1.401	-1.695	-1.984	-0.695	-1.259	-2.293	-0.999	-2.983	-1.591	-1.248	-1.687	-1.479	-1.554	-2.534	-1.56
ACE	-0.227	-0.025	0.6905	1.3325	1.51	1.18	0.1785	-0.1035	-0.2175	0.072	1.1575	-1.229	0.6305	0.984	0.1915	0.193	0.388	1.8295	-0.863	0.229	1.1455	1.23	0.8475	1.3585	0.6965	0.5765	0.9455	0.8665	1.8745	1.45	0.23	0.0695	1.0605
ACER3	-0.871333333333333	-1.281	-1.848	-1.14033333333333	-1.37766666666667	-2.2475	-0.892	-0.939666666666667	-0.604666666666667	-0.336666666666667	0.763333333333333	-0.0316666666666667	-0.875	-1.219	-0.44	-1.337	-1.47966666666667	-1.51833333333333	-0.688333333333333	-0.459	-1.644	-1.02466666666667	-0.782333333333333	-1.09966666666667	-0.824333333333333	-0.167333333333333	-0.92	-0.898333333333333	-0.606666666666667	-0.693333333333333	-0.488666666666667	-1.04933333333333	-1.21866666666667
ACHE	0.188	-0.16	1.0605	0.5365	0.995	NA	1.438	1.895	0.5595	0.6705	1.2945	-0.8975	1.9135	0.8205	2.4835	0.051	0.252	2.343	1.3815	0.0395	3.62	0.828	0.9865	0.629	0.2965	-0.6725	3.105	1.5335	1.1885	1.3395	-0.1065	-0.365	0.0740000000000001
ACIN1	-2.6	-2.5315	-1.7905	-2.027	-3.1125	-0.973	-1.3125	-2.3475	-2.6055	-2.0995	-2.0945	-1.35	-2.4645	-1.913	-2.2165	-2.48	-2.0595	-3.3145	-3.067	-2.3455	-2.439	-1.8945	-2.1135	-2.0725	-1.7205	-2.3655	-0.556	-2.205	-2.3685	-2.67	-2.304	-2.2875	-1.982
ACLY	-3.2905	-4.8565	-4.5545	-4.001	-3.167	-1.525	-2.924	-3.001	-4.1175	-4.0395	-4.637	-3.818	-3.907	-3.8725	-4.2205	-3.791	-4.045	-5.218	-3.845	-3.8185	-4.8975	-3.7745	-4.252	-3.9455	-3.7705	-4.575	-4.164	-3.8345	-4.183	-4.2685	-3.5785	-4.212	-3.731
ACMSD	-0.034	-1.731	1.025	0.667	1.676	NA	0.495	-1.671	0.25	-0.188	-0.485	-2.973	-0.146	0.324	-0.048	0.779	-0.281	NA	-1.028	-0.242	0.783	0.125	-0.743	0.4	1.789	-0.537	-1.482	-0.505	-0.415	-2.569	0.06	1.529	0.314
ACO1	-2.2325	-3.061	-3.1575	-3.673	-2.2705	-2.427	-1.809	-2.293	-3.0185	-3.5955	-2.5395	-3.3275	-2.3515	-2.881	-2.439	-3.797	-4.1755	-4.4215	-2.9215	-3.9595	-3.9215	-2.4015	-2.574	-3.8165	-2.486	-4.6575	-2.649	-2.5865	-2.9665	-3.864	-3.615	-3.4475	-3.7065
ACO2	-0.581	-1.41	NA	-1.079	-2.144	-1.262	-0.073	-0.068	-1.116	-0.077	-2.598	-1.367	-1.714	-1.838	-1.104	-1.102	-0.407	-1.186	-1.959	0.056	-1.096	-0.836	-1.04	-1.787	-1.277	-2.26	-1.521	-1.455	-1.435	-1.632	-1.445	-2.423	-1.716
ACOT1	-3.835	-3.318	-2.311	-2.094	-2.718	-10.332	-2.249	-0.746	-1.792	-0.708	-1.032	-1.383	-2.722	-1.375	-1.151	-1.334	-1.274	-1.904	-1.421	-0.636	-1.051	-1.659	-2.132	-1.784	-1.774	-1.539	-2.517	-2.235	-1.777	-1.794	-1.11	-2.261	-1.328
ACOT12	0.5405	-1.002	-1.9315	1.2205	1.0015	0.0585	-0.2995	-0.785	0.087	0.1245	0.563	0.598	-0.4775	-0.2325	0.4405	0.041	-0.1365	0.1335	1.0665	-0.3875	0.157	-0.602	-0.071	-0.26	-0.3465	0.8995	-0.556	-0.7205	0.2875	0.7805	-0.2515	0.7155	-0.9345
ACOT13	-3.332	-2.785	-1.873	-2.554	-0.308	0.142	-1.261	-1.523	-2.449	-1.623	-2.871	-2.38	-2.607	-3.489	-3.261	-2.036	-1.058	-2.982	-3.453	-0.944	-2.045	-3.197	-3.212	-1.667	-2.66	-1.236	-3.179	-1.258	-2.801	-3.893	-2.254	-2.773	-3.053
ACOT2	-4.218	-5.42	-1.42	-4.3	0.625	0.044	-1.107	-2.124	-1.851	-2.838	-2.782	-2.438	-1.677	-3.247	1.89	-2.534	-1.983	-1.439	-2.505	-3.021	-4.319	-4.448	-4.331	-2.259	-3.305	-3.795	-2.062	-1.56	-4.264	-3.996	-1.906	-3.093	-3.07
ACOT4	-1.805	-0.939	-0.226	-1.358	-1.855	-1.814	0.898	-0.9	-0.678	0.141	-1.017	-0.446	-1.513	-1.709	-1.354	-0.138	-0.034	-1.151	-1.789	0.661	0.182	0.317	-1.7	-0.319	-1.701	0.741	-1.162	-1.042	-1.582	-1.863	-0.465	-0.746	-1.598
ACOT7	-3.214	-2.953	-0.968	-3.022	-2.618	0.252	-0.772	-0.915	-3.076	-2.483	-3.643	-2.916	-2.875	-2.833	-2.618	-2.369	-1.443	-3.472	-3.769	-2.049	-1.736	-2.636	-3.022	-3.545	-3.35	-2.05	-3.551	-2.554	-2.425	-3.077	-1.654	-3.909	-2.428
ACOT8	0.275	-1.698	2.0315	-5e-04	0.214	-1.341	1.0745	0.3365	-0.2995	0.7095	0.078	0.031	-0.476	-0.113	0.2495	0.03	0.802	-0.584	-0.4835	1	0.4645	0.2665	0.0915	-0.2915	-0.105	0.9515	-0.409	0.9	-0.562	0.0965	0.4705	-0.3525	-0.321
ACOX1	0.422	-2.1905	-0.6345	-0.859	-1.0795	-1.603	-0.17	-0.154	0.323	-0.5955	-1.2995	-0.4015	1.1955	-0.426	-0.461	-0.772	-0.4275	-0.735	-0.3015	-0.3845	-0.3555	-0.9755	0.5845	-0.045	-1.185	-0.3395	-1.169	0.2965	-0.153	0.776	0.152	-1.269	0.3195
ACOX2	-4.184	-2.221	-2.284	-1.417	-1.283	NA	-0.319	-1.845	-1.518	-2.61	-2.074	-1.716	-2.535	-3.561	-2.291	-3.744	-3.77	-2.844	-1.902	-3.306	-4.507	-4.69	-3.083	-3.566	-3.585	-1.175	-3.768	-1.771	-3.126	-2.221	-3.017	-3.214	-1.993
ACOX3	-2.178	-2.342	-1.32	-0.402	-4.699	1.951	NA	-2.345	0.433	-0.356	-1.943	-2.43	-0.586	-1.737	-0.435	-1.325	-0.114	0.461	-0.797	-0.109	-1.235	-1.67	-0.739	0.691	-1.319	-1.535	-0.975	-0.495	-3.396	NA	-0.548	-1.616	-0.039
ACP2	-1.7795	-1.79425	-0.805	-1.63425	-0.47275	0.1355	-1.28	-0.5105	-1.47275	-0.12475	-1.811	-0.88625	-1.47175	-1.218	-1.521	-1.17975	-0.5225	-0.85425	-1.3915	-0.0825	-0.825	-1.3355	-1.3435	-0.518	-1.49825	-0.49875	-1.56075	-1.27075	-0.8695	-1.26625	-0.61725	-1.7825	-1.4215
ACP5	0.1695	0.347	1.30466666666667	1.351	0.236	-0.209666666666667	-0.2295	1.6625	0.9825	3.481	1.47233333333333	1.09933333333333	0.338	1.76666666666667	1.558	1.746	1.351	0.2725	0.976333333333333	2.67933333333333	3.296	1.31833333333333	1.676	2.39833333333333	0.8515	2.05966666666667	2.14666666666667	1.31133333333333	1.69833333333333	2.301	2.325	0.7345	0.9415
ACP6	-0.507	-0.490666666666667	-0.496333333333333	-0.458666666666667	-0.0416666666666667	-0.405666666666667	1.10933333333333	0.0976666666666666	-0.356	0.0253333333333333	-0.0236666666666667	-0.542333333333333	-0.474333333333333	-0.599333333333333	-0.653333333333333	-0.737333333333333	-0.132666666666667	-0.832333333333333	-0.854	-0.243666666666667	-0.181333333333333	-0.544	0.0713333333333333	-0.495666666666667	-0.721	-0.223333333333333	-0.381666666666667	0.0133333333333333	-0.554	-0.707666666666667	-0.212333333333333	-0.781333333333333	-0.444333333333333
ACRBP	4.049	3.362	4.022	1.592	1.229	NA	1.121	0.867	4.817	3.598	6.695	1.471	2.817	2.441	4.722	0.153	0.889	4.876	5.589	3.714	2.14	4.748	6.304	0.904	1.057	1.535	2.304	1.925	2.466	7.064	5.727	2.345	4.62
ACRV1	0.563	-0.4755	0.374	-0.074	-0.5015	NA	0.269	0.16	0.774	-0.3395	0.0505	-1.329	-0.6875	0.0375	0.02	0.076	0.4455	-0.107	-1.7675	0.0805	2.0525	2.0405	-0.327	-0.458	0.2145	0.116	0.236	0.5935	-1.0605	-0.0735	0.1925	-0.057	-0.2835
ACSF2	-1.393	-2.069	-2.901	-1.86	-3.374	-2.95	-1.647	-0.363	-1.15	-0.944	-1.012	-1.217	-0.984	-1.154	-2.368	-1.069	-0.81	-0.742	-1.04	-0.503	-0.594	-1.164	-0.2	-0.311	-0.786	-1.639	-0.124	-0.957	-0.896	-1.855	-1.031	-1.708	-1.372
ACSF3	-1.529	-0.655	-0.241	-0.268	0.222	NA	-2.015	0.495	0.483	-0.263	-1.596	-1.241	-0.677	-0.764	0.08	0.241	-0.019	-0.91	-0.631	-0.244	0.725	0.343	-0.134	-0.968	-0.121	-0.309	0.212	0.176	-0.211	NA	-0.217	-2.151	-1.956
ACSL1	4.008	2.1585	5.005	3.327	4.85	-0.28	3.4045	3.3005	3.6665	4.743	5.0975	6.2375	5.9765	4.7495	4.5495	3.449	3.6405	4.0725	4.7375	2.7525	2.8945	4.5065	4.6565	2.4335	4.1135	4.735	4.836	4.5565	6.6075	5.115	4.901	6.0605	5.274
ACSL3	-1.747	-1.47666666666667	-1.88866666666667	-1.48266666666667	-1.38866666666667	-0.566666666666667	-0.529	-1.582	-1.37933333333333	-2.067	-2.02166666666667	-1.05566666666667	-1.06766666666667	-0.980333333333333	-2.293	-1.30566666666667	-1.36933333333333	-1.39633333333333	-1.65533333333333	-1.726	-1.93266666666667	-2.31033333333333	-2.77166666666667	-1.09133333333333	-1.72433333333333	-1.819	-2.143	-1.602	-1.02233333333333	-1.87533333333333	-1.63933333333333	-1.58266666666667	-1.481
ACSL6	1.7325	2.2805	0.704	0.919	0.0875	0.886	-0.192	-0.133	1.665	1.3955	0.432	0.4645	1.0875	1.64	1.911	1.0595	2.377	-0.606	0.711	0.949	1.1185	1.694	1.1935	0.9025	1.336	1.441	1.66	0.746	1.11	1.4165	1.451	1.8585	1.2545
ACSM2B	-2.9005	-1.5825	-1.894	-1.0025	-0.293	1.931	-0.2495	-0.8325	-2.8095	-1.6375	-1.094	-1.1405	-1.3235	-1.3605	-0.6825	-2.3675	-1.8105	-1.658	-1.4295	-2.605	-0.1445	-0.445	-0.888	-0.6275	-0.924	-1.935	-2.254	-0.3525	0.002	-0.4955	-1.5055	-1.551	-1.657
ACSM3	-0.9625	-0.436	-1.135	-1.27	-1.089	-0.477	-0.337	-1.2605	-1.1645	-2.234	-0.7865	-1.7435	-0.5625	-0.8895	-2.0365	-2.9275	-1.8175	-1.1415	-0.7015	-2.235	-1.5585	-1.9655	-1.578	-1.762	-1.691	-1.9955	-2.168	-1.2705	-2.012	-1.362	-2.2685	-1.578	-1.7755
ACSS1	0.143666666666667	-0.635333333333333	0.358333333333333	0.325333333333333	0.768333333333333	0.533666666666667	0.324333333333333	0.694666666666667	0.266666666666667	0.895	-0.048	-0.185666666666667	0.333	0.595333333333333	0.764333333333333	0.687666666666667	0.905	0.545	0.099	0.957	1.43866666666667	0.868	0.333	1.03266666666667	0.399333333333333	-0.544333333333333	-0.0506666666666667	0.746	-0.0186666666666666	0.257333333333333	0.571666666666667	0.315666666666667	0.7
ACSS3	-0.7625	-0.426	-1.1925	-1.4505	-1.2455	-3.2715	-1.4305	-0.681	-0.49	-1.2985	-1.472	-2.16	-0.998	-1.3435	-1.565	-2.323	-1.485	-1.0415	-0.9645	-2.194	-1.5785	-2.163	-1.2055	-1.9215	-0.965	-1.728	-1.442	-1.3845	-1.7825	-0.867	-1.4665	-1.549	-1.368
ACTA1	0.72	-0.065	0.179	-0.184	-1.259	-1.227	-0.297	0.078	-0.187	-0.937	-2.623	0.452	-0.096	-0.689	-0.372	0.054	-0.461	-0.446	-0.126	0.344	1.883	0.429	0.284	-0.641	0.033	-0.263	0.294	0.178	-1.808	1.644	0.06	0.804	-1.058
ACTA2	0.5735	-0.3765	0.8575	-0.464	1.8675	0.272	3.246	0.563	0.797	0.8265	0.9035	-0.1245	0.3575	0.4295	0.996	-1.0475	-0.3725	0.9005	1.647	0.0825	-0.3905	1.0725	1.48	-0.8755	-0.753	-1.224	0.1145	1.0295	0.44	0.5805	0.7905	0.249	0.95
ACTB	-1.9666	-2.7886	-2.8466	-3.6824	-1.795	-1.5002	-0.015	-2.2428	-1.391	-2.833	-2.3202	-2.196	-0.9988	-1.9772	-1.819	-2.9944	-2.6516	-2.353	-1.8384	-2.2576	-3.3532	-1.8034	-2.1272	-3.3332	-3.0266	-4.4906	-2.7322	-1.992	-2.3282	-2.3994	-1.4662	-2.8558	-1.5974
ACTC1	-0.712	-0.916	-1.46	-0.532	-1.04	-0.631	-0.49	-1.251	-0.657	-1.08	-0.616	-0.52	-0.667	-1.24	-1.158	-1.24	-0.55	-0.522	-0.043	-1.034	-0.92	-0.972	-1.522	-1.115	-1.23	-2.473	-1.334	-1.785	-0.747	-0.828	-1.446	-0.96	-1.076
ACTG1	2.19833333333333	1.196	1.4235	2.70025	1.91825	3.18666666666667	1.18133333333333	2.27133333333333	1.92625	1.24333333333333	2.10475	1.54575	1.73366666666667	2.028	2.07525	1.202	1.84675	1.47525	2.46725	1.54125	2.26475	0.641333333333333	2.62625	1.56933333333333	0.83775	0.91475	1.01633333333333	1.6115	1.343	2.0295	1.6625	0.242	2.71775
ACTG2	-2.901	-4.565	-3.647	-4.928	-1.769	-1.693	-1.056	-3.064	-0.988	-3.556	-3.669	-5.638	-2.905	-3.234	-4.804	-3.075	-3.334	-5.402	-4.391	-3.855	-4.062	-3.282	-3.336	-3.549	-3.114	-3.835	-3.831	-2.91	-3.756	-4.044	-2.887	-3.883	-2.347
ACTL6A	-1.745	-2.054	-2.065	0.159	-1.166	-3.543	-2.556	-0.486	-1.79	-0.89	-1.614	-0.379	-1.626	-0.318	-0.735	0.346	0.422	-2.451	-1.276	-0.009	-0.369	-0.927	-2.339	-0.532	-0.583	-0.151	-0.8	-1.696	-0.511	-1.443	-0.412	-0.403	-0.79
ACTN1	-0.860333333333333	-1.883	-0.236666666666667	-2.84	-0.893333333333333	-1.642	1.07333333333333	-1.99533333333333	-1.02633333333333	-1.491	-1.006	-1.301	0.0116666666666667	-1.25566666666667	-0.951333333333333	-3.24766666666667	-3.30666666666667	-0.483333333333333	-1.111	-2.44366666666667	-2.46866666666667	-0.949	-0.0153333333333333	-3.167	-2.30366666666667	-2.65766666666667	-1.492	-0.193333333333333	-1.32466666666667	-0.711	-1.76866666666667	-1.86066666666667	-0.716333333333333
ACTN2	1.398	-0.346	-1.141	-2.042	-2.307	NA	-1.931	1.215	-2.336	-0.203	-1.047	-0.089	0.785	-1.127	0.204	0.042	0.148	1.315	0.88	-0.569	0.348	-0.12	1.18	1.123	2.133	0.085	-1.648	0.133	0.074	-1.52	-0.492	-0.79	0.303
ACTN3	0.238	0.926	0.975	-0.537	1.376	-0.715	1.555	-0.215	0.379	-0.87	0.64	-1.009	0.618	-0.32	0.721	-0.567	-2.203	0.89	0.676	-2.011	-1.316	0.886	-0.066	0.417	0.251	-1.569	0.654	-0.077	-0.82	0.247	-0.267	-0.76	-0.017
ACTN4	-0.919	-2.868	-1.653	-2.894	0.218	-0.993	0.086	-1.261	-1.105	-1.972	-1.829	-1.894	0.779	-1.8	-1.519	-3.142	-2.934	-0.913	-1.509	-1.746	-2.027	-1.49	-0.432	-2.797	-2.469	-3.082	-2.368	-0.511	-1.723	-1.208	-1.358	-2.641	-1.575
ACTR1A	1.1655	0.8655	2.1295	1.7915	1.7885	2.637	0.6565	1.6315	1.348	1.6655	0.6305	0.877	0.8365	0.646	2.2455	1.9115	2.353	0.708	0.472	2.6185	1.88	0.9425	1.4155	1.7205	-1.7485	0.877	0.604	1.147	1.6885	1.311	1.473	0.4485	1.2265
ACTR3B	-1.317	-0.619	-1.696	-0.429	3.41	-1.453	NA	-1.745	-0.542	-1.369	-1.382	-1.416	-0.95	-0.863	-1.22	-1.609	4.893	-1.641	-2.386	-0.459	-1.388	-0.823	1.653	-2.302	-2.154	-2.346	-1.711	3.421	-2.722	-1.665	0.636	-1.713	-1.838
ACTR6	-0.268666666666667	-0.021	-0.138	0.559	0.637333333333333	3.19666666666667	0.197	1.43966666666667	0.000666666666666649	0.337666666666667	0.523333333333333	0.75	-0.162666666666667	0.481666666666667	-0.279666666666667	0.865333333333333	0.644	0.184666666666667	0.453333333333333	0.242	0.755	0.242333333333333	-0.284	2.15866666666667	0.391	1.32366666666667	0.625666666666667	0.483333333333333	0.758666666666667	-0.477333333333333	0.887666666666667	1.58	0.166
ACTR8	-2.076	-2.438	-3.614	-1.249	-0.831	-0.585	-0.912	-0.589	-1.827	-2.225	-0.929	-2.454	-2.28	-2.115	-2.07	-2.086	-2.171	-2.075	-1.678	-2.411	-2.701	-1.766	-2.16	-1.922	-2.486	-1.897	-2.558	-2.012	-2.188	-1.492	-1.666	-1.429	-1.731
ACVR1	-0.325666666666667	-0.327666666666667	-0.802	-0.158666666666667	0.207333333333333	-0.161	-0.43	-0.172666666666667	-0.467	-0.512333333333333	0.443333333333333	-0.581333333333333	-1.013	-0.786	-0.467333333333333	-0.53	-0.848333333333333	-0.545	0.0586666666666667	-0.774	-0.894666666666667	-0.363333333333333	-0.238666666666667	-0.0976666666666667	-0.286666666666667	-0.305666666666667	-0.257333333333333	-0.223666666666667	-0.0906666666666667	-0.185666666666667	-0.306333333333333	-0.135666666666667	-0.705333333333333
ACVR1B	0.4035	0.563	0.785	-0.2	0.1815	-1.3015	0.526	1.5135	0.49	0.506	0.4135	0.5095	0.6695	0.204	0.3155	-0.513	-0.5975	0.842	0.541	-0.126	0.3135	0.762	1.4615	0.002	-0.0175	-0.1365	-0.182	0.609	0.3205	-0.1995	0.611	-0.0995	0.252
ACVR2A	-1.217	-1.67566666666667	-1.486	-1.324	-1.451	-1.9795	-1.0105	-1.39333333333333	-1.44933333333333	-1.52333333333333	-2.159	-2.17066666666667	-2.72	-2.47033333333333	-2.53866666666667	-2.52833333333333	-1.3	-1.22433333333333	-2.658	-1.73366666666667	-1.58233333333333	-2.37933333333333	-1.73533333333333	-2.20633333333333	-1.50766666666667	-1.747	-2.44533333333333	-2.31	-2.51233333333333	-2.194	-1.70166666666667	-1.638	-1.757
ACVR2B	-4.976	-6.853	-3.724	-4.93	-2.083	-4.437	-2.056	-4.699	-5.541	-5.584	-4.757	NA	-3.917	-7.045	-5.122	-5.619	-5.618	-6.593	-6.06	-5.577	-6.857	-4.434	-5.389	-3.654	-6.097	-5.643	-6.615	0.669	-4.95	-4.203	-5.78	-4.018	-3.602
ACVRL1	1.8682	1.882	1.9212	0.7316	0.7702	1.9178	1.2034	-0.1262	1.499	1.262	0.9174	1.09	1.346	1.3214	1.4445	0.3644	0.7678	1.6678	1.9728	0.7894	1.1658	1.458	2.063	0.889	0.8712	0.9826	1.3162	1.6538	0.733	1.7156	0.9142	1.1138	0.995
ACY1	-1.1165	-1.901	-0.7985	-2.1	-2.646	0.14	-0.683	-1.203	-1.2235	-0.7915	-0.5875	-1.982	-0.9335	-1.538	-1.2165	-1.575	-2.3175	-1.1965	-1.508	-0.844	-2.2945	-2.8195	-0.445	-2.277	-1.4985	-1.794	-0.7325	-0.455	-1.5145	-1.2975	-1.3575	-1.438	-1.126
ACYP1	-0.792	-1.999	-1.027	0.52	-0.03	0.714	-1.914	0.094	-1.172	-0.513	1.108	0.611	0.158	0.631	-0.116	0.855	0.595	-0.477	0.023	0.058	0.224	-0.817	-0.851	0.309	1.05	1.162	-0.074	-0.778	-0.456	-0.97	0.136	0.958	0.658
ACYP2	-0.864	-0.545	NA	0.659	-0.408	0.891	-2.612	0.437	-1.481	0.898	-0.101	0.059	-0.254	-0.292	0.25	0.492	0.83	0.204	-1.656	0.294	1.053	-0.532	-0.5	-0.287	-0.124	0.616	-0.024	0.213	-0.156	-0.862	0.181	-0.292	-0.574
ADA	-3.2598	-2.876	-2.5386	-1.9826	-3.0134	-1.508	-1.6252	-1.7752	-2.615	-1.4474	-2.7796	-3.4482	-3.4066	-3.3402	-2.549	-1.9168	-2.1106	-3.2154	-3.4224	-1.4916	-2.417	-2.9308	-3.3564	-2.0894	-3.6516	-4.1642	-3.8228	-3.053	-2.3996	-3.8046	-3.1946	-3.8828	-3.6048
ADAD2	-4.639	-2.134	-3.046	-3.261	-0.342	0.084	-0.476	-1.908	-2.355	-3.606	-2.4	-3.215	-1.398	-2.547	-3.499	-3.893	-3.382	-2.524	-2.67	-3.811	-3.874	-3.308	-3.517	-3.234	-3.433	-3.112	-2.187	-1.274	-3.344	-2.501	-3.599	-2.616	-2.133
ADAM10	0.286666666666667	0.857666666666667	-0.3905	2.29266666666667	-0.175666666666667	0.925	-0.768666666666667	0.362666666666667	0.38	1.153	1.60233333333333	2.667	0.690333333333333	0.594666666666667	0.332666666666667	1.91266666666667	0.748333333333333	-0.5015	1.12833333333333	0.885333333333333	2.41933333333333	0.306666666666667	0.0933333333333333	0.866	0.353	1.833	0.375	-0.544666666666667	0.4065	0.172	0.594333333333333	1.476	-0.0926666666666667
ADAM11	-1.359	-1.049	-0.8635	-2.142	0.6665	2.459	0.356	0.0825	-0.697	-1.893	0.058	-1.1555	-0.867	-1.4195	-1.086	-2.202	-2.2725	-0.9305	0.096	-2.061	-2.032	-1.612	-0.6245	-1.831	-1.825	-1.8075	-1.521	-1.232	-1.0325	-0.294	-2.206	-1.327	-1.2495
ADAM12	-1.75433333333333	-4.52933333333333	-5.40966666666667	-1.616	-2.37866666666667	-1.99566666666667	-1.86433333333333	-3.327	-2.91	-4.12533333333333	-1.13866666666667	-4.08033333333333	-2.816	-3.00366666666667	-2.28133333333333	-2.55433333333333	-3.67133333333333	-2.96166666666667	-3.14733333333333	-4.09633333333333	-3.59866666666667	-3.174	-3.38633333333333	-1.547	-3.4425	-3.816	-2.15666666666667	-1.401	-3.85533333333333	-2.32766666666667	-2.34333333333333	-3.398	-3.04366666666667
ADAM15	-1.275	-0.762	-2.343	-2.089	-2.307	0.821	-0.281	-2.775	-1.553	-2.029	-1.75	-1.871	-1.812	-1.672	-1.651	-2.962	-2.974	-1.283	-1.536	-2.129	-2.908	-2.105	-1.724	-2.724	-2.443	-2.941	-2.424	-1.885	-2.268	-2.282	-1.981	-2.457	-2.287
