Symbol	GSM620832	GSM620833	GSM620834	GSM620835	GSM620836	GSM620837	GSM620838	GSM620839	GSM620840	GSM620841	GSM620842	GSM620843	GSM620844	GSM620845	GSM620846	GSM620847	GSM620848	GSM620849	GSM620850	GSM620851	GSM620852	GSM620853	GSM620854	GSM620855	GSM620856	GSM620857	GSM620858	GSM620859	GSM620860	GSM620861	GSM620862	GSM620863	GSM620864	GSM620865	GSM620866	GSM620867	GSM620868	GSM620869
ANKRD17	-0.591	0	-0.687	-0.609	0	0	0	-1.536	0	-0.942	0	-0.4	0	0	-1.471	-1.765	0	0	0	0	0	-1.639	-1.058	0	0	0	0	0	-1.757	0	0	-1.061	0	-1.029	0	0	0	-0.386
ANKRD18A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0
ANKRD18B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.269	0	0	0	0
ANKRD22	0.729	0	1.323	0.991	0	3.064	1.129	0.354	1.933	0	0	0	3.458	1.513	0	0.785	0	0	0	0	3.35	0.671	2.302	3.17	4.09	4.357	2.556	0	2.393	0	2.1	0	0	0	2.391	0	2.937	2.504
ANKRD23	0	0	0	0	0	0	0	0	0	0.868	0	0	0	0	0.489	2.025	0	0	0	0	0	1.171	0	0	0	0	0	0	1.123	0	0	0	0	0.811	0	0	0	0
ANKRD24	0	0	0	0	0.642	0	0.749	0	0	0	0	0	0	0.703	0	0	0	0	0	0	0.4	0.321	0	0	0	0	0	0	0	0	0.42	0	0	0	0.771	0	0	0
ANKRD35	0	0	0	0	0.282	0	0.589	0	0	0	0	0	0	0.223	0	0	0	0	0	0	0.86	0.171	0.942	0	0	0	0	0	0	0	-0.23	0	0	0	-0.209	1.277	0	0
ANKRD36	-0.191	0.035	0.083	0.951	1.632	1.674	1.569	0.464	1.613	0.938	1.311	0.41	1.488	2.003	0.719	1.025	1.025	0.724	0.637	1.463	1.13	0.651	0.852	0.53	0.54	0.307	1.336	0.891	0.833	0.825	1.26	0.469	1.177	1.221	1.681	0.957	0.327	0.334
ANKRD37	0	0	0	0	-0.968	0	0	0.004	0	0.978	-0.139	0.69	0	0	0.009	0.455	0.055	0	0.257	0	0	-0.109	0	0	-0.06	0	0	0	-0.277	0	0.48	0.569	-0.533	0.111	0.141	0	1.717	0
ANKRD39	-0.671	-0.145	-0.237	-0.619	0.322	0.564	-0.161	0.974	0.763	0.908	0.871	1.55	0	1.103	0.959	1.655	0.625	0.254	0.757	1.113	0.2	0.731	0.392	0.75	0.87	0	0.916	0.591	1.253	0.885	0.88	0.969	0.487	0.961	-0.029	0.367	1.077	0.724
ANKRD40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445	0	0	0.437	0	-0.11	0	0	0.6	0	0	0	-0.599	0.023	0.995	0	0.429	0.087	0.351	0	0	0.797	0.774
ANKRD44	0	-0.385	-0.127	-0.399	0.192	-0.416	-0.251	-0.326	-0.657	-0.462	-0.439	-1.16	-0.862	-0.347	-0.711	-0.415	-0.545	-0.406	-0.493	0	-0.55	-0.909	-0.468	-0.71	-0.43	-0.693	-0.414	-0.539	-0.397	-1.295	0	-0.701	-0.433	-0.799	-0.579	-0.143	-1.163	-1.256
ANKRD46	0.349	0.435	0.343	0.481	-1.038	-0.656	0.089	-1.316	0	0.908	-0.659	1.64	0	0	-0.841	0.575	0	0	-0.203	0	0.29	-0.399	0.052	-0.51	-0.08	0.027	0	-1.189	-0.447	-0.135	0.08	0.999	0	0.101	1.011	0	2.607	2.054
ANKRD49	-0.501	-0.935	-0.607	-0.479	-2.308	0	-1.261	-1.396	-1.397	-0.782	0	0.36	0	-1.707	-1.221	-0.955	-1.885	-1.876	-1.553	-1.877	-1.12	-1.609	-1.058	-2.1	-1.71	-1.133	-1.324	-0.959	-1.607	-1.815	-0.91	-0.381	-1.553	-0.839	-0.859	-1.053	0.207	-0.046
ANKRD52	0.0645	0.0525	0.373	0.466	0.427	0.124	0.154	-0.028	0.1265	-0.162	0	-0.465	0	0.00800000000000001	0.689	0.1875	0.78	0	0.212	-0.0685	0.205	0.406	0	0.69	0.155	-0.0315	-0.462	0.2705	0.443	1.46	-0.145	-0.4305	0.672	0.281	-0.1945	0	-0.1715	-0.303
ANKRD9	0.069	0.815	0.623	1.011	3.622	1.974	1.219	0.564	2.323	-0.162	0.581	0.96	0.918	0.713	0.319	1.725	0.975	1.074	0.977	0.983	0.89	1.971	1.042	0.96	1.38	2.287	0	0.251	2.063	0.135	0	0.689	0.637	0.461	0.681	0.477	0.807	0.344
ANKS1A	0.219	0	0.093	0.011	-0.738	0	-1.161	0	-0.487	-1.242	0	-0.81	0	0	-0.871	-0.785	0	0	-0.603	0	-0.74	0	-0.448	-0.47	0	0.117	0	-0.449	-0.557	0	0	-1.061	0	-0.859	0	0	0	-0.906
ANKS1B	0.639	0	-0.087	0.081	-1.048	-0.426	-0.431	0	0	0	0	0	0	0	0	-0.765	0	0	0	-0.517	-0.7	-0.579	0	0	-0.67	0	0	0	-0.727	0	-0.73	0	0	0	-0.709	0	-1.263	0
ANKS3	0	0	0	0	0.261	0.612	0.5995	0.227	0.5815	0.329	0.4955	0.195	0	0.6115	0.3445	0.6525	0.3675	0.527	0	0.6715	0.555	0.396	0	0.305	0.48	0	0.528	0.1255	0.6715	0.5925	0.41	0.2895	0.5085	0.2755	0.7805	0.4585	0.4535	0
ANKS6	0.299	0.555	0.323	0.741	0.922	0	0.899	-0.166	0	-0.392	0.431	0	0	0	-0.011	0.745	0	0	-0.493	0	0.9	0.191	0	0	0	0	0.466	0.111	0.843	0.605	0.36	-0.141	0.867	0.191	1.331	0.567	0	0
ANXA1	0	0	-1.527	0	0	0	0	-1.336	0	0	-1.599	-0.95	0	0	-1.271	-1.515	-1.895	0	0	0	0	-2.239	-1.558	0	0	0	-1.534	-1.239	0	-1.885	0	-1.391	-2.003	-1.079	0	-1.253	0	0
ANXA11	0.669	1.005	0.583	0.561	1.202	0.884	0.289	0.814	0.853	0.378	0.641	-0.17	1.028	1.183	0.649	0.055	1.015	0.694	0.807	1.253	0.14	0.231	0.322	0.66	0.4	0	0.326	0.731	0.603	0.865	0.57	0	0.727	0.511	0.081	0.767	-0.093	0
ANXA2	0.104	-0.75	-0.482	-0.519	-0.943	0.484	-0.521	0.864	0.218	-0.102	-0.014	-0.26	-0.637	0.448	0.584	-0.03	0.335	0.00900000000000001	0.622	-0.272	-0.595	0.061	0.362	-0.285	-0.07	0.067	0.131	0	0.163	-0.345	0.25	0.334	-0.143	0.426	-0.864	0.237	-0.498	-0.161
ANXA2P1	-0.201	-0.865	-0.477	-0.399	-0.798	-0.356	-0.611	0.524	0	-0.002	-0.629	-0.26	-0.312	0.063	0.279	-0.195	-0.025	0	0.127	-0.307	-0.95	0.081	-0.128	-0.55	-0.72	-0.143	-0.174	0.461	-0.177	-0.925	0.21	-0.001	-0.133	0.381	-1.479	-0.773	-1.123	-0.746
ANXA2P2	0.029	-0.835	-0.447	-0.539	-0.648	-0.416	-1.061	0.374	-0.097	-0.002	-0.719	-0.52	-0.442	-0.857	0.229	-0.265	-0.075	0	0.057	-0.357	-1	0	-0.018	-0.49	-0.7	-0.023	-0.264	0.361	-0.227	-0.955	0	-0.121	-0.263	0.091	-1.379	-0.713	-0.983	-0.756
ANXA3	1.479	0	2.443	2.101	1.352	0	0	-0.586	-0.917	1.338	0	1.13	0	0	-0.401	-0.565	-0.125	0	-1.293	0	0.8	0.891	1.612	3.43	0	2.557	-0.014	-0.739	0.723	-1.315	0	0.259	-1.083	-0.969	0	0	1.057	1.104
ANXA4	-1.331	-1.405	-1.357	-1.409	-2.168	-1.506	-1.061	-2.016	-2.197	-2.192	-1.319	-1.11	0	-1.427	-2.181	-1.835	-1.775	-1.296	-1.773	0	-1.76	-2.559	-1.088	-2.58	-1.87	-1.063	-1.714	-1.959	-1.827	-2.085	-1.34	-1.241	-2.043	-1.669	-1.399	-1.063	-2.203	-1.686
ANXA5	0.199	-0.515	-0.157	-0.239	-0.873	-0.211	-0.526	0.504	-0.067	-0.282	-0.504	-0.52	-0.417	-0.382	-0.0355	-0.27	-0.135	-0.371	0.347	-0.872	-0.71	-0.194	0.022	-0.525	-0.29	-0.113	-0.224	0.361	-0.167	-0.715	-0.275	0.004	-0.508	0.0055	-1.154	-0.003	-0.918	-0.386
ANXA6	-0.351	-0.635	-0.687	-1.039	-0.708	0.144	-0.711	0.704	0.113	-0.772	-0.289	-1.2	-0.252	-0.507	0.419	-0.555	-0.085	-0.046	0.437	0.203	-0.22	0.311	-0.278	0	-0.69	-1.063	-0.574	0.121	-0.127	0.135	-0.29	-0.801	0.827	0.331	-0.789	-0.443	-1.173	-1.146
ANXA7	-0.151	-0.625	-0.387	-0.469	-0.548	-0.386	-0.651	-0.466	-0.647	-0.622	-0.909	-0.93	0	-0.267	-0.341	-0.535	-1.025	-0.876	-0.403	0	-0.59	-0.619	-0.288	-1.14	-0.61	-0.643	-0.374	-0.219	-0.367	-1.645	-0.18	-0.541	-0.853	-0.589	-0.849	-0.593	-0.883	-0.966
API5	-0.0655	0	-0.162	-0.1195	-0.854	-0.128	0	-0.188	-0.4285	0.219	0.1205	0.515	0	0	0.054	0.095	-0.2325	-0.288	0.0035	0	0.025	-0.199	-0.074	-0.34	0	-0.2915	-0.342	-0.1545	-0.5235	0.0375	-0.04	0.3095	0.0035	0.2205	0.2155	0.0285	-0.2465	0.247
APIP	-1.361	-0.8775	-1.187	-1.149	-0.639	-0.353	-0.4655	-1.111	-0.8085	-0.217	0	0.275	0	-0.2985	-0.601	-0.0925	-0.9375	0	-0.843	0	-0.495	-0.544	-0.983	-0.54	-0.465	0	-0.879	-0.989	-1.362	0	-0.125	0.279	-1.073	-0.334	-0.4995	-0.578	0.3285	0.014
APOD	0	0	0	0	0.182	0	-0.311	0	0	0	0	0	0	-0.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	0	0	0	0
APOE	0	0	0	0	0.652	0	0.639	0	0	0	0	0	0	0.533	0	1.585	0	0	0	0	1.35	0	0	0	1.84	0	0	0	0	0	0.93	0	0	0	1.291	0	1.297	0
APOM	0	0	0	0	0	0	0	1.344	0	0	0	0	0	0	0	0	1.035	0	0	0	0	0.781	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0
APRT	0.349	0.935	0.673	0.561	0.752	0.624	0.249	0.874	0.993	0.488	0.591	0.3	0.718	0.703	0.809	0.795	1.115	0.604	0.807	0.743	0.66	0.971	0.362	0.62	0.63	0.307	0.406	0.661	0.883	1.275	0.47	0.359	1.047	0.931	0.551	0.417	0.017	0.084
APTX	-0.301	0	-0.567	-0.459	0	0	0.049	0.394	0	0.378	0	0	0	0	0.429	0.235	0.185	0	0.197	0	0.04	0	0	0	0	0	0	0.331	0	0	0	0.109	0	0.141	0	0	0.337	0
AQP1	0	0	0	0.561	0.912	0.254	0.339	0	0	-0.142	0	0	0	0.713	0	0	0.295	0	0.147	0.503	0.29	0.211	0	0	1.25	0	0.226	0	0	0	0.31	0	0	0	0.201	0	0	0
AQP10	0	0	-0.027	0.191	1.222	0	0	0	0	0	0	0	0	0	0	0	1.295	0	0	0	0	0.941	0	0	0	0	0	0	-0.157	0	-0.38	0	0	0	0	0	0	0
AQP12A	0	0	0.1915	0.0955	0.677	0.292	0.0245	0.132	0.0915	-0.021	-0.0345	0	0.139	0.2115	0.0045	0.1075	0.1275	-0.008	0.0135	0.2515	-0.02	0.2805	0	0.36	0.295	0.0835	-0.077	0	0.0115	0.5775	0.415	-0.2255	-0.0565	0.0605	-0.1195	0	0.3985	0
AQP12B	0	0	0	0.041	0.362	0	-0.111	0.194	0	0	0	0	0	0.273	0.089	0	0	0.044	0	0.583	-0.21	0.411	0	0.76	0.49	0	0	0	-0.097	0.585	0.36	0	-0.143	-0.029	-0.199	0	-0.063	0
AQP3	0.269	1.285	0.523	0.271	0.402	2.044	0.259	1.324	1.513	1.578	0.661	1.05	1.048	1.353	1.709	0.975	0.965	0.364	1.687	1.303	0.36	1.361	0.902	0.6	1.51	0.737	1.896	0.811	0.853	1.025	1.91	1.279	0.677	1.551	0.701	0.667	2.427	1.294
AQP7	0	0	0	0	0.492	-0.068	0.534	-0.033	0	0.129	0	0	0	0.603	0	0	0	0.499	-0.0015	0	0.435	0.1605	-0.424	0	0.325	0	-0.337	0	0.3465	0.4825	0.16	0	0	0.046	0.506	-0.3665	0	0
AQP7P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP9	0	2.185	2.053	1.811	0.302	0.944	0.159	-0.166	0.703	-0.002	-0.549	-0.32	1.868	0.303	-0.671	-0.285	-0.465	-0.316	0.127	-0.737	-0.4	-0.469	1.172	1.73	1.39	2.247	-0.014	-0.369	0.473	-1.515	0.82	-0.281	-1.343	-1.109	-1.719	-0.503	0.457	-0.496
ARHGAP1	0.4795	0.6375	0.5165	0.4655	1.152	0.552	0.649	0.402	0.5065	-0.011	0.4605	-0.15	0.354	0.893	0.3445	0.3175	0.4925	0.487	0.3135	0.4615	0.23	0.326	0.156	0.185	0.39	0.4085	0.628	0.3605	0.5515	0.2125	0.395	0.0395	0.3735	0.3455	0.211	0.2085	-0.0065	-0.093
ARHGAP10	0	0	0	0	-0.028	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48	0	0	-0.119	0	0	0	0
ARHGAP12	-0.591	0	-1.082	-0.759	0	0	-0.8555	-0.958	0	-1.312	0	0.05	0	0	-1.991	-1.0575	0	0	-2.223	0	-0.935	-1.3095	-1.598	0	0	0	0	-1.849	-1.2385	0	0	-0.746	0	-1.724	-0.4045	-1.303	0	-0.246
ARHGAP15	0.179	0.045	0.233	0.111	0.292	-0.056	0.459	-0.266	-0.277	-0.032	0.301	0.2	-0.292	-0.417	-0.321	0.195	-0.165	-0.336	-0.343	-0.127	-0.11	-0.499	0.012	-0.51	-1.07	-0.553	0.136	-0.219	-0.047	-0.125	0.14	0.009	0.317	0.231	0.201	0.057	-0.493	-0.446
ARHGAP18	0	0	-0.787	0	0	0	0	0	0	0	0	0.73	0	0	0	-0.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.331	0	0	0	0	0	0
ARHGAP19	0	0	-0.277	0.091	0.122	0	0	0	0	0	0.201	0	0	0	-0.011	0.395	0	0	0	0	0.22	0	0	0.07	0	0	0	-0.099	0.333	0	0	0	0	-0.119	0	0	-0.283	0
ARHGAP21	-1.671	0	-1.637	-0.8395	-2.383	0	0	-1.108	0	-2.047	0	-0.815	0	0	-2.201	-2.55	-1.0075	0	-2.188	0	0	-2.154	-2.113	0	0	0	0	-2.394	0	-3.045	0	-1.901	-1.2415	-1.869	0	-2.128	0	0
ARHGAP25	0.919	1.175	1.143	1.051	1.372	1.084	0.689	0.834	0.823	0.388	0.831	0.17	1.058	1.053	0.429	0.155	0.875	0.834	0.427	0.713	0.25	0.111	0.472	0.46	0.63	0.817	0.386	0.491	0.443	0.925	0.72	0.299	0.637	0.581	0.441	0.617	0.297	-0.136
ARHGAP26	1.409	1.965	1.643	1.991	2.412	1.754	1.079	1.234	1.893	0	0.961	0	2.788	1.413	0.869	0.915	0.925	2.224	0.627	1.663	0.97	0	0	2.21	1.98	1.847	0	1.321	1.673	1.565	0.38	0	0	0	0.331	0.427	0.087	0
ARHGAP27	0.4445	0.3925	0.3065	0.2655	0.677	0.082	0.0595	0.147	0.0065	-0.051	-0.0145	-0.01	0.114	0.1315	0.0095	-0.1075	0.2425	0.057	0.0735	0.0415	-0.02	-0.0245	0.031	1.215	0.095	0.1885	-0.082	0.0905	-0.0185	0.1375	0.055	-0.1205	0.0285	-0.0195	-0.0795	-0.1365	0	-0.273
ARHGAP30	1.089	0.675	0.803	0.751	0.912	0.834	0.399	0.894	0.853	0.048	0.901	-0.1	1.178	0.913	0.529	0.095	1.315	0.854	0.657	0.903	0.44	0.291	0.392	0.74	0.2	0.567	0.266	0.551	0.563	1.345	0.5	0.059	0.987	0.611	0.411	0.437	-0.433	-0.436
ARHGAP4	0.289	0.195	0.353	0.271	0.502	-0.136	0.019	0.344	0.483	-0.162	0.081	-0.37	0.888	0.203	0.109	-0.025	1.055	0.014	0.137	0.593	0.21	0.221	-0.218	0.54	0.14	-0.193	-0.154	0.531	0.223	1.285	-0.28	-0.501	1.097	0.041	0.061	0.087	-1.013	-0.636
ARHGAP5	-0.5005	0	-0.5885	0	0	0	0	0	0	0	0	-0.155	0	0	-0.4955	-0.495	0	0	-0.4865	0	-0.295	-0.4445	0	0	0	0	0	-0.4745	-0.4035	0	0	-0.521	0	-0.4245	0	0	0.0085	0.222
ARHGAP8	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53	0	0	0	0	0	0	0
ARHGAP9	1.289	1.175	1.063	1.181	1.592	0	0.179	0.604	0.413	-0.162	0.511	-0.29	0	0.563	0.229	0.045	0.825	0.734	-0.153	0.223	0.05	-0.109	0.212	0.96	0.35	0.577	0.086	0.411	0.443	0.895	0.04	-0.151	0.407	0.151	-0.059	0.337	-0.513	-0.476
ARMC1	-0.1055	0	-0.2735	0	-0.264	-0.013	-0.0455	-0.053	-0.5385	0.379	0	0.59	0	0	0.0245	-0.545	-0.3675	-0.148	-0.1015	0	0.14	-0.294	-0.074	0	0	0	0	-0.0095	-0.977	0	-0.03	0.2945	0.1485	0.201	0	0.0835	0.3335	0.419
ARMC5	0.039	0	0	0.291	0.802	1.164	0.289	1.224	1.393	0.818	0.901	0	0	0.693	1.149	1.235	0	1.164	1.147	0	0.51	0.801	0	0.73	1.38	0.647	1.076	0.721	1.123	1.605	0.65	0	1.047	0.751	0.381	0	0.967	0.634
ARMC6	0.359	0.695	0.283	0.481	0.862	0.764	0.759	0.994	1.063	0.518	1.051	0.44	0	0.973	1.069	1.055	0.965	1.204	0.707	1.243	0.7	0.841	0.362	1.09	1.14	0.757	1.146	0.851	1.023	1.495	0.71	0.619	0.987	0.821	0.601	0.447	0.687	0.594
ARMC7	1.249	1.525	1.343	1.131	1.482	0.254	0.379	1.314	1.483	0	0	0	0	0.343	0	1.425	2.265	0	0.837	0	1.09	1.041	0	1.94	1.54	1.537	0	0	1.693	2.095	0.28	0	1.237	0.901	0	0	0	0
ARMC8	0.069	0	-0.192	-0.094	0.222	0.092	0.059	-0.266	-0.2535	-0.572	0	-0.16	0	0	-0.121	-0.11	-0.39	0	-0.268	0	-0.06	-0.384	-0.123	-0.355	0	-0.1215	0	-0.399	-0.182	-0.88	0	-0.556	-0.368	-0.424	0	0	-0.158	-0.246
ARNT	0.569	0	0.443	0.871	0	0	0	0.324	0.613	0	0	0	0	0	0.679	-0.055	0	0	0	0	0	0.581	0	0	0	0	0	0	0.353	0	0	0	0.297	-0.069	0	0	0	0
ARRDC1	0.429	0.565	0.543	0.541	0.822	0.674	0.369	0.494	0.763	0	0.311	-0.41	1.198	0.593	0.439	0.145	1.025	0.574	0.407	1.093	0.23	0.571	0	0.73	0.35	0.277	0	0.481	0.463	1.325	0.37	-0.411	0.657	0.211	0.241	0	-0.273	0
ARRDC2	-0.021	0	-0.347	-0.649	-0.698	-1.056	-0.721	-0.506	-0.287	-0.812	-0.069	-0.89	0.158	-1.087	-0.791	-0.835	0.005	-0.496	-0.683	0	-0.59	-1.219	-0.398	-1.07	0	-0.843	-0.814	-0.399	-0.877	0.215	-1.14	-0.711	-0.323	-0.859	-0.279	-0.213	-1.743	-1.026
ARRDC3	-0.171	0.175	0.503	0.061	-2.128	-0.936	-0.011	-2.546	-1.587	-0.922	-1.329	0.14	-0.402	-1.847	-2.741	-1.155	-2.195	-1.636	-1.443	0	-0.33	-2.559	-0.428	-1.6	-1.19	0.627	-1.044	-2.329	-2.267	-2.335	-0.68	-0.071	-2.533	-1.729	-0.809	-0.533	0.337	0.244
ARRDC4	-1.261	0	-0.967	-1.054	-0.864	0	0	-1.093	-1.0485	-1.011	0	-1.49	0	-0.7585	-2.111	-2.665	-0.8675	0	-1.848	-0.9635	-1.45	-2.484	-2.168	0	-1.68	0	0	-1.1745	-0.8935	-1.1975	0	-1.586	0	-2.049	-0.9445	-1.453	0	-1.048
ARSA	0	0	0.413	0.511	1.152	0	0.039	0.564	0	0	0	0	0	0.093	0	0	0.595	0	0	0	0.23	0.401	0	0.9	0	0	0	0	0	1.165	0.08	0	0	-0.169	0	0	0	0
ARSB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.259	0	0	0	0
ARSG	0.929	0.295	0.433	1.001	1.822	0.614	0.109	0.604	0.103	-0.082	0.391	-0.19	0	0.913	0.719	0.605	0.755	0.884	0.567	0.593	0.64	0.801	0.192	1.02	1.09	0.617	0.286	0.311	1.013	0	0.89	0.009	0.827	0.401	0.671	0.247	0	0
ART5	0	0	0	0	0.722	0	0	0	0	0	0	0	0	0.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	-0.159	0	-0.173	0
ARTN	0	0	0.183	0.101	0.332	0.074	-0.061	0	0	0	0	0	0	0.153	0	0	0	0	0	0	0.08	0.251	0	0	0.13	0	0	0	0.093	0	0.12	0	0	0	-0.079	0	-0.323	0
ARX	0	0	0	0	0	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC1	-0.671	-0.3875	-0.797	-0.824	-0.638	-0.106	0.0795	-0.318	-0.0135	-0.327	-0.414	0.065	0	-0.187	-0.251	-0.35	-0.505	-0.511	-0.273	-0.1885	-0.6	-0.314	-0.373	-0.315	0	-0.0315	-0.199	-0.329	-0.217	-0.2825	0.275	-0.236	-0.423	-0.334	-0.479	-0.623	-0.038	0.012
ASCC2	0	0	0	0	2.332	0	0	0	0	0	0	0	0	0	0	0	1.315	0	0	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC3	-0.3655	-0.2525	-0.4035	-0.3195	-0.624	0.227	-0.1305	0	-0.4135	0.319	-0.0495	0	0	0.0065	0.1045	0.0875	-0.3975	-0.108	0.0835	0	-0.105	-0.1195	-0.074	-0.17	0	-0.1115	-0.047	-0.2095	-0.337	-0.2575	0.275	0.3595	-0.2015	0.3205	0.0855	0.0885	0.5935	0.522
ASGR1	-0.441	-1.015	0	-0.479	-0.528	0	-1.221	-0.946	0.153	-1.652	0	-1.09	0.478	0	-0.611	-1.125	-1.055	0	-0.273	0	-1.41	-0.719	-0.418	-1.07	-0.4	0.167	-0.754	-0.219	-0.387	-1.095	0	-1.331	-1.833	-1.559	-1.669	-0.493	0	-1.696
ASGR2	0	0	0	0	0	0	0	0	0	0	0.581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.089	0	0	0	0
ASL	0.0995	0.14	0.0165	0.376	0.837	0.352	0.484	0.919	0.2965	0.473	0.506	0	0	1.143	0.924	0.3875	0.91	0.819	0.587	0.5165	0.34	0.711	0.186	1.255	0.435	0	0.203	0.816	0.3765	0.775	0.755	0.2495	0.492	0.496	0.1255	0.1685	-0.098	0.107
ASNSD1	-0.271	-0.385	-0.597	-0.259	-1.498	-0.986	-0.291	-1.676	-1.527	-0.242	-0.689	0.87	-1.992	-1.127	-1.151	-0.525	-1.665	-1.566	-1.023	0	-0.7	-1.369	-0.928	-1.51	-1.54	-0.703	-0.414	-1.339	-1.217	-1.195	-0.31	0.409	-1.063	-0.269	-0.059	-0.083	0.707	0.604
ASPHD2	0	0	0	0	0	0	0	0	0	1.128	0	0	0	0	0	0.395	0	0	0.817	0	0	0.621	0.582	1.39	0	0	0	0	0.413	0	0	0.819	0	0.761	0	0	0	1.074
ASTN2	0	0	0	0.621	0	0	0.359	0	0	0	0	0	0	0.713	0.839	0	0	0	0	0	0.81	0.651	0	0	0	0	0	0	0.403	0	0.49	0	0	0	1.281	0	0.387	0
ATE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.085	0	0	0	0	0	0	0.322
ATF2	0.099	0	0.273	0.281	0	0	-0.121	0	0	-0.192	-0.839	1.32	0	0	-1.751	-1.725	-1.685	0	-1.463	0	-0.6	-1.889	-0.618	0	0	0	0	0	-1.977	0	0	0.759	0	-0.469	0	-0.403	0	0.824
ATF3	-2.061	0	-2.707	-1.6195	0	-0.713	-1.5505	-0.848	-1.0735	-1.576	0	-1.425	-1.151	-1.3835	-2.156	-2.91	0	0	-1.2215	-1.8035	-1.525	-1.7095	-0.829	-2.08	-0.795	-0.5715	0	-1.579	-2.812	0	-1.51	-1.0655	-1.8465	-1.5445	-1.6295	-1.6365	-1.2115	-1.073
ATF5	0	0	0	0	0.032	1.004	0	0	0.813	0.498	0	0	0	0.153	0	0.065	0	0	0.507	0	-0.3	0.741	0	0.26	0	0.577	0	0	-0.007	1.065	0	0	-0.263	0.051	0	0	1.127	0
ATF6	0.1495	0.1175	0.1965	0.0055	0.297	0.547	0.0945	0.297	0.0365	0.369	0.0605	0	-0.056	0	0.2195	0.0425	-0.0875	0.052	0.4585	0	0.21	0.036	0.286	0.375	0.305	0.0285	0.043	0.0105	0.1165	-0.2425	0.32	-0.0705	0.2385	0.046	0.0705	0	0.2685	-0.083
ATF7	0	0	0.713	1.061	1.632	1.214	1.569	0	1.213	0	0	0	0	1.533	0	0	0	0	0.817	0	1.18	1.081	0	1.22	0	0	0	0	1.113	0	0.9	0	0	0	1.311	0	0	0
ATF7IP	0.0295	0.1875	0.0815	0.1705	0.597	0.762	0.909	0.377	0.8915	0.044	0.4555	0.085	0.994	0.9715	0	0.4175	0.4525	0.617	0.1385	0.8115	0.84	0.0405	0.231	1.095	0.765	0.2985	0.778	0.4205	0.918	0.4475	0.375	0.1895	0.752	0	0.6205	0.4435	0.0385	-0.008
ATF7IP2	0.189	0.695	0.253	0.251	0.812	0	1.149	0.624	0	0.928	0.961	0.3	0.538	1.063	0.629	1.045	0.915	0	0	0.743	1.13	0.581	0.302	0.38	0.69	0	0.766	0.561	0.803	1.025	0	0.529	1.327	0.961	1.321	0.627	1.087	0.524
ATIC	-0.076	0.285	-0.077	-0.089	0.582	1.609	1.074	1.084	1.513	0.953	1.191	0.43	0.943	1.473	1.234	0.845	0.825	0.869	1.287	0.6915	1.195	1.106	0.747	0.65	0.625	0.402	1.576	0.686	1.133	0.995	1.47	0.534	1.577	1.241	0.906	0.617	0.542	0.304
ATN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.413	0	0	0	0	0	0	0	0	0
ATPAF1	-0.726	0	-0.782	-0.774	-0.773	0	-0.4155	-0.103	-0.0785	0.273	0	0.29	-0.211	-0.3185	0.1495	0.125	0.0525	0	-0.018	0	-0.29	-0.019	-0.074	-0.22	-0.18	-0.1265	0.083	-0.0695	-0.162	0.0875	-0.205	0.234	-0.248	0.271	0	0.0285	0.107	0.144
